,x,y,d
0,-0.07347132895846564,1.4736283076084673,0.7236283
1,0.8081004000486427,-0.6051692185736125,0.058100402
2,1.2091841163612087,-0.3366829498991053,0.45918417
3,0.021395207670596328,-1.2563280793561988,0.5063281
4,-1.3386769010517403,-0.03863635451567182,0.5886769
5,-0.7965542533874285,-0.9745450012572748,0.22932021
6,1.0901316539316355,-0.5342424430237244,0.34013164
7,1.3603627093742094,-1.058472467143762,0.6838845
8,-1.08994055561757,-0.24599014382293305,0.33994055
9,-0.9896505229745542,-1.195624954411322,0.5059782
10,0.9455932922544203,0.8086788717531768,0.20420565
11,0.5963752529820994,-0.707059579832916,-0.042940438
12,1.3262820303176985,0.6426184175817404,0.576282
13,-1.2592233881823034,0.90899602044006,0.533468
14,0.3616317241833571,1.2002972495980644,0.45029724
15,1.2264965501582967,-0.4925470282383313,0.47649658
16,1.046471984497745,0.5017568596673234,0.29647195
17,-0.2427527497427211,-1.2069754454400945,0.45697546
18,0.6589963342159231,1.323497564368258,0.57349753
19,0.9016943785447151,0.3490342902184733,0.15169436
20,-1.4483598138857525,1.386978923383965,0.94522405
21,1.268689673286021,-1.1117039847370644,0.63235176
22,0.4016943924030383,0.4509441251061106,-0.29905587
23,0.7200712264999996,-0.5430791878873915,-0.029928744
24,0.15611743299798864,-1.0304894218016472,0.28048944
25,-1.3583571188777839,0.9776047999000728,0.64954007
26,0.21456063465570852,1.34557784504308,0.59557784
27,-1.118388134582718,-0.5316385793904567,0.36838818
28,0.9449710244370277,0.04112841963707892,0.19497102
29,-1.4607558578261848,1.3804257640108308,0.95005816
30,1.4023995543207137,0.8760647988486316,0.6644678
31,-1.375890102298325,0.5262130598818713,0.62589014
32,0.781756028235618,-0.8806457674064443,0.13444984
33,1.3623544991999927,-0.8508880130956528,0.62060976
34,0.2490995424537079,0.7414883972227879,-0.008511603
35,-0.6725922360544834,-0.14798958265533013,-0.07740778
36,-0.6570171807829849,-0.3916411392612167,-0.09298283
37,0.9650634577567274,-1.2390769812643871,0.53427386
38,-1.2772806066316966,-1.2552534809428033,0.7302779
39,0.4849153744007977,-0.6074157378221269,-0.14258426
40,-1.1256452278158258,0.22074761695692247,0.37564528
41,1.2741981691112874,-1.129484152131065,0.6471414
42,0.9630288935237026,-0.6888724365765094,0.21302891
43,-0.2615931155844202,-0.6092130080097782,-0.140787
44,0.8454512615287393,-0.1843368232794127,0.095451236
45,1.2326546717713098,0.9903549695887359,0.5391902
46,0.5612440954034206,0.7527849343191297,0.0027849078
47,-0.4017378173658439,1.1467690363370378,0.39676905
48,0.7615743894928269,-1.3852575704567327,0.63536304
49,-0.10782759228780137,0.6890564908447381,-0.060943484
50,-0.7142592114107987,0.13809402098650336,-0.035740793
51,0.6022235050070539,-0.16884360094116224,-0.14777648
52,-0.20853362485820792,0.8201296023006375,0.07012957
53,0.2745938121805669,0.36024746009544106,-0.38975254
54,1.3812328678411987,-1.0254542502693438,0.6887162
55,0.6525818458862158,0.796662616887061,0.04666263
56,-0.32301133608348365,-0.7446193238951473,-0.00538069
57,0.32644280980188833,0.3821613045778467,-0.36783868
58,-1.4507787904418232,-0.4140545369257578,0.70077884
59,-1.1487241116935318,-0.010688965836815001,0.39872408
60,-1.2859098418404051,-1.3354126796660535,0.793667
61,-0.7716347659682712,0.6834219516508093,0.021634758
62,0.39529827834345244,0.2994422141460573,-0.35470173
63,1.4701492966167797,-0.8733712103793346,0.7306405
64,0.27993491992183195,0.2069728448686705,-0.4700651
65,-1.3803421257490809,-0.7685071172479007,0.63061374
66,-0.439133936212186,0.28814477543307815,-0.31086606
67,-0.009127294484045478,0.00455974697493744,-0.7408727
68,-0.9932229091477983,-0.1650133027793168,0.24322289
69,-1.0828119197579702,-0.04917067324657465,0.33281195
70,-1.3701809308735875,0.25592632545345717,0.62018096
71,0.35143058424729956,-1.4320133273188687,0.6820133
72,0.26143734235898064,0.7414206655592492,-0.008579314
73,-0.19882498222271128,-0.7109379684102795,-0.039062023
74,-0.3081717645182751,-0.9220470461785896,0.17204702
75,-0.9159310160977219,0.33677997008700267,0.16593099
76,-0.5291699890338208,-0.2829974337485395,-0.22083002
77,0.8674451914674863,0.6570344222890183,0.11744517
78,-0.3719638630126263,0.7410239520002646,-0.008976042
79,0.6602208411430377,0.6149301498961481,-0.08977914
80,-0.8015166250652125,0.636440912530023,0.051516652
81,-0.6276201439418101,0.2923046340615909,-0.12237984
82,-0.37358750706003985,0.8813423874359558,0.13134241
83,-0.5147425305179454,0.353992072348694,-0.23525745
84,0.959975194014413,0.2992141440793117,0.20997518
85,-0.35870517496458776,1.240956173506973,0.4909562
86,-0.6244969552550323,-0.8811028102829326,0.1311028
87,0.34748316209751806,0.8679346301374418,0.117934644
88,-0.5301996606612794,-1.4986324265347712,0.74863243
89,0.785646989525056,0.5587895965657634,0.035646975
90,-1.2642757669684195,0.5060829409425036,0.5142758
91,-0.14141684536657495,-0.8885142723717552,0.13851428
92,0.5324256360892274,-0.996201316109842,0.24620134
93,-1.2039712335003077,-0.7493422612397425,0.45397127
94,-0.715629567033568,0.0019033195735811415,-0.034370422
95,1.2206702168948311,1.1700805998134856,0.63087094
96,0.814436896436642,0.24423046892583455,0.06443691
97,-0.9393118145953875,1.0988729657404424,0.3969274
98,-0.8007733301354043,-1.2536013398869716,0.50615436
99,-1.3719149000044442,-1.4920288958205683,0.96818644
100,0.052484993102096755,0.5617753757343191,-0.18822461
101,0.21235018245474224,-0.25428400251921324,-0.495716
102,-0.547965296422851,-0.3641558570640262,-0.20203471
103,-0.3872949372555401,0.3067753361182266,-0.36270505
104,0.18861529803517185,0.9511592516870784,0.20115924
105,-0.12958042855055263,1.4427402410070087,0.6927402
106,-0.8360007377491853,0.08608931979179024,0.08600074
107,0.46151141686618424,-0.419489705494545,-0.2884886
108,0.5391621076679791,1.3251145124845536,0.5751145
109,1.1589441875385207,-0.39162796796754895,0.40894413
110,1.475518672260295,-1.3532247817153586,0.94353455
111,0.3515510053058688,-1.1610028277216222,0.41100287
112,-0.546535862390568,0.41381551161827357,-0.20346415
113,-0.6438187100637753,-1.3307498161602536,0.58074987
114,-0.8880403074643314,-0.39813083716343356,0.1380403
